traceID,spanID,process.serviceName,operationName,startTimeMillis,startTime,tags,references,tags.0.type,tags.0.key,tags.0.value,tags.1.type,tags.1.key,tags.1.value,tags.2.type,tags.2.key,tags.2.value,tags.3.type,tags.3.key,tags.3.value,tags.4.type,tags.4.key,tags.4.value,tags.5.type,tags.5.key,tags.5.value,tags.6.type,tags.6.key,tags.6.value,tags.7.type,tags.7.key,tags.7.value,tags.8.type,tags.8.key,tags.8.value,tags.9.type,tags.9.key,tags.9.value,references.0.refType,references.0.spanID,references.0.traceID,tags.10.type,tags.10.key,tags.10.value
2ffbaab7146b13f6,3372d291d65e2b65,nginx-web-server,compose_post_client,1669531482072,1669531482072209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,c400271f0e570223,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,47ec631ba1933e4a,compose-post-service,compose_post_server,1669531482072,1669531482072445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,3372d291d65e2b65,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,d0a2dd199572164f,compose-post-service,compose_text_client,1669531482072,1669531482072558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,47ec631ba1933e4a,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,680d2186c403a2e,compose-post-service,compose_unique_id_client,1669531482072,1669531482072611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,47ec631ba1933e4a,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,879a873b33177397,text-service,compose_text_server,1669531482072,1669531482072673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,d0a2dd199572164f,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,597b16238f42c7d9,compose-post-service,compose_media_client,1669531482072,1669531482072679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,47ec631ba1933e4a,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,b5a341ae16242ae8,compose-post-service,compose_creator_client,1669531482072,1669531482072733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,47ec631ba1933e4a,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,21e8e70ee7336ac8,unique-id-service,compose_unique_id_server,1669531482072,1669531482072826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,680d2186c403a2e,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,9f1805489cac00c6,media-service,compose_media_server,1669531482072,1669531482072986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,597b16238f42c7d9,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,8433bcd48d046c49,text-service,compose_user_mentions_client,1669531482072,1669531482072999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,879a873b33177397,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,1562c4257c8eaf21,text-service,compose_urls_client,1669531482073,1669531482073068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,879a873b33177397,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,ca0e5acd781b0b56,user-service,compose_creator_server,1669531482073,1669531482073129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,b5a341ae16242ae8,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,95fbcc1ecce92797,user-mention-service,compose_user_mentions_server,1669531482073,1669531482073215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,8433bcd48d046c49,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,173f591ca6d5da2d,user-mention-service,compose_user_mentions_memcached_get_client,1669531482073,1669531482073230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,95fbcc1ecce92797,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,bdf1a28446784f19,url-shorten-service,compose_urls_server,1669531482073,1669531482073513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,1562c4257c8eaf21,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,384080e405d4f69b,url-shorten-service,url_mongo_insert_client,1669531482073,1669531482073670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,bdf1a28446784f19,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,3f4b94138681ed96,user-mention-service,compose_user_mentions_mongo_find_client,1669531482073,1669531482073702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,95fbcc1ecce92797,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,6c8c86bf4b63fe0c,compose-post-service,store_post_client,1669531482075,1669531482075346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,47ec631ba1933e4a,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,5125feed670ac0cc,post-storage-service,store_post_server,1669531482075,1669531482075472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,6c8c86bf4b63fe0c,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,2cb7253ea2653108,post-storage-service,post_storage_mongo_insert_client,1669531482075,1669531482075498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,5125feed670ac0cc,2ffbaab7146b13f6,,,
2ffbaab7146b13f6,cfbe1d006c468c74,compose-post-service,write_user_timeline_client,1669531482076,1669531482076029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,47ec631ba1933e4a,2ffbaab7146b13f6,,,
